  0.0000E+00  2.2082E+01 -3.0779E+01
  0.0000E+00  2.1304E+01 -2.9706E+01
  0.0000E+00  2.1283E+01 -2.9677E+01
  0.0000E+00  2.1262E+01 -2.9648E+01
  0.0000E+00  2.1241E+01 -2.9619E+01
  0.0000E+00  2.1221E+01 -2.9591E+01
  0.0000E+00  2.1200E+01 -2.9562E+01
  0.0000E+00  2.1179E+01 -2.9533E+01
  0.0000E+00  2.1158E+01 -2.9505E+01
  0.0000E+00  2.1137E+01 -2.9477E+01
  0.0000E+00  2.1116E+01 -2.9448E+01
  0.0000E+00  2.1096E+01 -2.9420E+01
  0.0000E+00  2.1075E+01 -2.9391E+01
  0.0000E+00  2.1054E+01 -2.9363E+01
  0.0000E+00  2.1033E+01 -2.9335E+01
  0.0000E+00  2.1012E+01 -2.9307E+01
  0.0000E+00  2.0992E+01 -2.9280E+01
  0.0000E+00  2.0971E+01 -2.9252E+01
  0.0000E+00  2.0950E+01 -2.9225E+01
  0.0000E+00  2.0929E+01 -2.9197E+01
  0.0000E+00  2.0908E+01 -2.9170E+01
  0.0000E+00  2.0887E+01 -2.9143E+01
  0.0000E+00  2.0867E+01 -2.9116E+01
  0.0000E+00  2.0846E+01 -2.9089E+01
  0.0000E+00  2.0825E+01 -2.9062E+01
  0.0000E+00  2.0804E+01 -2.9035E+01
  0.0000E+00  2.0783E+01 -2.9008E+01
  0.0000E+00  2.0762E+01 -2.8981E+01
  0.0000E+00  2.0742E+01 -2.8954E+01
  0.0000E+00  2.0721E+01 -2.8927E+01
  0.0000E+00  2.0700E+01 -2.8900E+01
  0.0000E+00  2.0679E+01 -2.8872E+01
  0.0000E+00  2.0658E+01 -2.8845E+01
  0.0000E+00  2.0638E+01 -2.8818E+01
  0.0000E+00  2.0617E+01 -2.8791E+01
  0.0000E+00  2.0596E+01 -2.8764E+01
  0.0000E+00  2.0575E+01 -2.8736E+01
  0.0000E+00  2.0554E+01 -2.8709E+01
  0.0000E+00  2.0533E+01 -2.8682E+01
  0.0000E+00  2.0513E+01 -2.8654E+01
  0.0000E+00  2.0492E+01 -2.8626E+01
  0.0000E+00  2.0471E+01 -2.8599E+01
  0.0000E+00  2.0450E+01 -2.8572E+01
  0.0000E+00  2.0429E+01 -2.8544E+01
  0.0000E+00  2.0408E+01 -2.8516E+01
  0.0000E+00  2.0388E+01 -2.8489E+01
  0.0000E+00  2.0367E+01 -2.8461E+01
  0.0000E+00  2.0346E+01 -2.8433E+01
  0.0000E+00  2.0325E+01 -2.8405E+01
  0.0000E+00  2.0304E+01 -2.8377E+01
  0.0000E+00  2.0283E+01 -2.8349E+01
  0.0000E+00  2.0263E+01 -2.8320E+01
  0.0000E+00  2.0242E+01 -2.8289E+01
  0.0000E+00  2.0221E+01 -2.8258E+01
  0.0000E+00  2.0200E+01 -2.8225E+01
  0.0000E+00  2.0180E+01 -2.8191E+01
  0.0000E+00  2.0159E+01 -2.8155E+01
  0.0000E+00  2.0138E+01 -2.8119E+01
  0.0000E+00  2.0117E+01 -2.8082E+01
  0.0000E+00  2.0096E+01 -2.8044E+01
  0.0000E+00  2.0075E+01 -2.8006E+01
  0.0000E+00  2.0054E+01 -2.7967E+01
  0.0000E+00  2.0034E+01 -2.7927E+01
  0.0000E+00  2.0013E+01 -2.7888E+01
  0.0000E+00  1.9992E+01 -2.7847E+01
  0.0000E+00  1.9971E+01 -2.7807E+01
  0.0000E+00  1.9950E+01 -2.7766E+01
  0.0000E+00  1.9930E+01 -2.7726E+01
  0.0000E+00  1.9909E+01 -2.7686E+01
  0.0000E+00  1.9888E+01 -2.7646E+01
